,Date,Team,Win,Loss,Tie,Diff,Division,Cum_Win,Cum_Loss,Cum_Tie,Cum_Diff,Season,Standing
2385,11-14-2025,C-03 Balls to the Narwhals,0,4,0,-42.0,C,16,24,0,-106.0,Fall,13
2386,11-14-2025,C-09 Strikalotls,4,0,0,19.0,C,14,25,1,-99.0,Fall,14
2387,11-14-2025,C-06 The GOATs,1,3,0,-15.0,C,13,26,1,-107.0,Fall,15
2388,11-14-2025,C-16 No Fox Given,0,4,0,-31.0,C,12,27,1,-126.0,Fall,16
2389,11-14-2025,"C-15 Dig, Dig, Goose",2,2,0,-11.0,C,11,29,0,-175.0,Fall,17
2390,11-14-2025,C-10 Duck Around and Find Out,1,3,0,-11.0,C,7,33,0,-177.0,Fall,18
2391,11-21-2025,C-08 The Quack Pack,4,0,0,38.0,C,40,3,1,299.0,Fall,1
2392,11-21-2025,C-12 Blocktopusses,3,1,0,22.0,C,31,12,1,147.0,Fall,2
2393,11-21-2025,C-05 Bumpin Bunnies,3,1,0,20.0,C,31,13,0,171.0,Fall,3
2394,11-21-2025,C-07 Otter Chaos,4,0,0,42.0,C,29,14,1,145.0,Fall,4
2395,11-21-2025,C-14 Hot Cheetahs,4,0,0,30.0,C,28,16,0,126.0,Fall,5
2396,11-21-2025,C-18 Digletts,4,0,0,40.0,C,27,17,0,111.0,Fall,6
2397,11-21-2025,C-13 Doggy Style,1,3,0,-16.0,C,23,20,1,34.0,Fall,7
2398,11-21-2025,C-11 Las Vulturistas,3,1,0,16.0,C,22,22,0,-14.0,Fall,8
2399,11-21-2025,C-01 Hitty Kitties,1,3,0,-12.0,C,22,22,0,-29.0,Fall,9
2400,11-21-2025,C-04 Panda-Monium,1,3,0,-20.0,C,21,21,2,0.0,Fall,10
2401,11-21-2025,C-02 Glory H Gorillas,2,2,0,13.0,C,21,22,1,-7.0,Fall,11
2402,11-21-2025,C-17 Fowl Play,1,3,0,-22.0,C,18,26,0,-42.0,Fall,12
2403,11-21-2025,C-03 Balls to the Narwhals,1,3,0,-22.0,C,17,27,0,-128.0,Fall,13
2404,11-21-2025,C-09 Strikalotls,2,2,0,5.0,C,16,27,1,-94.0,Fall,14
2405,11-21-2025,C-06 The GOATs,1,3,0,-18.0,C,14,29,1,-125.0,Fall,15
2406,11-21-2025,C-16 No Fox Given,1,3,0,-21.0,C,13,30,1,-147.0,Fall,16
2407,11-21-2025,"C-15 Dig, Dig, Goose",0,4,0,-53.0,C,11,33,0,-228.0,Fall,17
2408,11-21-2025,C-10 Duck Around and Find Out,0,4,0,-42.0,C,7,37,0,-219.0,Fall,18
2409,08-22-2025,E-01-Assassins Cream,3,1,0,18.0,E,3,1,0,18.0,Fall,1
2410,08-22-2025,E-08-Street Walkers,3,1,0,11.0,E,3,1,0,11.0,Fall,2
2411,08-22-2025,E-09-Sonic The Edgedhogs,3,1,0,10.0,E,3,1,0,10.0,Fall,3
2412,08-22-2025,E-04-Super Smash Hoes,3,1,0,8.0,E,3,1,0,8.0,Fall,4
2413,08-22-2025,E-05-Nintendo 69,2,2,0,-7.0,E,2,2,0,-7.0,Fall,5
2414,08-22-2025,E-02-Mortal Cumbat,2,2,0,-7.0,E,2,2,0,-7.0,Fall,6
2415,08-22-2025,E-06-Call of Booty: Block Ops,1,3,0,-1.0,E,1,3,0,-1.0,Fall,7
2416,08-22-2025,E-03-Donkey Schlong,1,3,0,-11.0,E,1,3,0,-11.0,Fall,8
2417,08-22-2025,E-07-Ms. Pac Man,0,4,0,-21.0,E,0,4,0,-21.0,Fall,9
2418,09-05-2025,E-01-Assassins Cream,4,0,0,19.0,E,7,1,0,37.0,Fall,1
2419,09-05-2025,E-09-Sonic The Edgedhogs,4,0,0,16.0,E,7,1,0,26.0,Fall,2
2420,09-05-2025,E-08-Street Walkers,2,2,0,6.0,E,5,3,0,17.0,Fall,3
2421,09-05-2025,E-02-Mortal Cumbat,3,1,0,12.0,E,5,3,0,5.0,Fall,4
2422,09-05-2025,E-04-Super Smash Hoes,1,3,0,-12.0,E,4,4,0,-4.0,Fall,5
2423,09-05-2025,E-05-Nintendo 69,1,3,0,-18.0,E,3,5,0,-25.0,Fall,6
2424,09-05-2025,E-06-Call of Booty: Block Ops,1,3,0,-9.0,E,2,6,0,-10.0,Fall,7
2425,09-05-2025,E-03-Donkey Schlong,1,3,0,-7.0,E,2,6,0,-18.0,Fall,8
2426,09-05-2025,E-07-Ms. Pac Man,1,3,0,-7.0,E,1,7,0,-28.0,Fall,9
2427,09-12-2025,E-09-Sonic The Edgedhogs,4,0,0,23.0,E,11,1,0,49.0,Fall,1
2428,09-12-2025,E-02-Mortal Cumbat,4,0,0,20.0,E,9,3,0,25.0,Fall,2
2429,09-12-2025,E-01-Assassins Cream,1,3,0,-6.0,E,8,4,0,31.0,Fall,3
2430,09-12-2025,E-08-Street Walkers,1,3,0,-10.0,E,6,6,0,7.0,Fall,4
2431,09-12-2025,E-04-Super Smash Hoes,2,2,0,-5.0,E,6,6,0,-9.0,Fall,5
2432,09-12-2025,E-03-Donkey Schlong,3,1,0,15.0,E,5,7,0,-3.0,Fall,6
2433,09-12-2025,E-06-Call of Booty: Block Ops,2,2,0,-7.0,E,4,8,0,-17.0,Fall,7
2434,09-12-2025,E-05-Nintendo 69,1,3,0,-17.0,E,4,8,0,-42.0,Fall,8
2435,09-12-2025,E-07-Ms. Pac Man,0,4,0,-13.0,E,1,11,0,-41.0,Fall,9
2436,09-19-2025,E-01-Assassins Cream,4,0,0,25.0,E,12,4,0,56.0,Fall,1
2437,09-19-2025,E-09-Sonic The Edgedhogs,1,3,0,-6.0,E,12,4,0,43.0,Fall,2
2438,09-19-2025,E-02-Mortal Cumbat,3,1,0,17.0,E,12,4,0,42.0,Fall,3
2439,09-19-2025,E-03-Donkey Schlong,3,1,0,6.0,E,8,8,0,3.0,Fall,4
2440,09-19-2025,E-04-Super Smash Hoes,2,2,0,-11.0,E,8,8,0,-20.0,Fall,5
2441,09-19-2025,E-08-Street Walkers,1,3,0,-9.0,E,7,9,0,-2.0,Fall,6
2442,09-19-2025,E-06-Call of Booty: Block Ops,1,3,0,-16.0,E,5,11,0,-33.0,Fall,7
2443,09-19-2025,E-05-Nintendo 69,1,3,0,-13.0,E,5,11,0,-55.0,Fall,8
2444,09-19-2025,E-07-Ms. Pac Man,2,2,0,7.0,E,3,13,0,-34.0,Fall,9
2445,09-26-2025,E-09-Sonic The Edgedhogs,4,0,0,35.0,E,16,4,0,78.0,Fall,1
2446,09-26-2025,E-01-Assassins Cream,3,1,0,12.0,E,15,5,0,68.0,Fall,2
2447,09-26-2025,E-02-Mortal Cumbat,1,3,0,-18.0,E,13,7,0,24.0,Fall,3
2448,09-26-2025,E-03-Donkey Schlong,2,2,0,6.0,E,10,10,0,9.0,Fall,4
2449,09-26-2025,E-08-Street Walkers,1,3,0,-19.0,E,8,12,0,-21.0,Fall,5
2450,09-26-2025,E-06-Call of Booty: Block Ops,3,1,0,12.0,E,8,12,0,-21.0,Fall,6
2451,09-26-2025,E-04-Super Smash Hoes,0,4,0,-18.0,E,8,12,0,-38.0,Fall,7
2452,09-26-2025,E-05-Nintendo 69,3,1,0,6.0,E,8,12,0,-49.0,Fall,8
2453,09-26-2025,E-07-Ms. Pac Man,1,3,0,-16.0,E,4,16,0,-50.0,Fall,9
2454,10-10-2025,E-09-Sonic The Edgedhogs,4,0,0,100.0,E,20,4,0,178.0,Fall,1
2455,10-10-2025,E-01-Assassins Cream,2,2,0,5.0,E,17,7,0,73.0,Fall,2
2456,10-10-2025,E-02-Mortal Cumbat,1,3,0,-9.0,E,14,10,0,15.0,Fall,3
2457,10-10-2025,E-05-Nintendo 69,4,0,0,22.0,E,12,12,0,-27.0,Fall,4
2458,10-10-2025,E-03-Donkey Schlong,0,2,2,-50.0,E,10,12,2,-41.0,Fall,5
2459,10-10-2025,E-04-Super Smash Hoes,2,2,0,-9.0,E,10,14,0,-47.0,Fall,6
2460,10-10-2025,E-08-Street Walkers,1,3,0,-13.0,E,9,15,0,-34.0,Fall,7
2461,10-10-2025,E-06-Call of Booty: Block Ops,0,2,2,-50.0,E,8,14,2,-71.0,Fall,8
2462,10-10-2025,E-07-Ms. Pac Man,2,2,0,4.0,E,6,18,0,-46.0,Fall,9
2463,10-17-2025,E-09-Sonic The Edgedhogs,1,3,0,-7.0,E,21,7,0,171.0,Fall,1
2464,10-17-2025,E-01-Assassins Cream,2,2,0,3.0,E,19,9,0,76.0,Fall,2
2465,10-17-2025,E-02-Mortal Cumbat,3,1,0,8.0,E,17,11,0,23.0,Fall,3
2466,10-17-2025,E-05-Nintendo 69,3,1,0,4.0,E,15,13,0,-23.0,Fall,4
2467,10-17-2025,E-03-Donkey Schlong,2,2,0,-8.0,E,12,14,2,-49.0,Fall,5
2468,10-17-2025,E-04-Super Smash Hoes,2,2,0,10.0,E,12,16,0,-37.0,Fall,6
2469,10-17-2025,E-08-Street Walkers,2,2,0,-2.0,E,11,17,0,-36.0,Fall,7
2470,10-17-2025,E-06-Call of Booty: Block Ops,2,2,0,-7.0,E,10,16,2,-78.0,Fall,8
2471,10-17-2025,E-07-Ms. Pac Man,1,3,0,-1.0,E,7,21,0,-47.0,Fall,9
2472,10-24-2025,E-09-Sonic The Edgedhogs,4,0,0,30.0,E,25,7,0,201.0,Fall,1
2473,10-24-2025,E-01-Assassins Cream,0,4,0,-19.0,E,19,13,0,57.0,Fall,2
2474,10-24-2025,E-02-Mortal Cumbat,0,4,0,-25.0,E,17,15,0,-2.0,Fall,3
2475,10-24-2025,E-05-Nintendo 69,1,3,0,-15.0,E,16,16,0,-38.0,Fall,4
2476,10-24-2025,E-03-Donkey Schlong,3,1,0,7.0,E,15,15,2,-42.0,Fall,5
2477,10-24-2025,E-06-Call of Booty: Block Ops,4,0,0,20.0,E,14,16,2,-58.0,Fall,6
2478,10-24-2025,E-04-Super Smash Hoes,2,2,0,-5.0,E,14,18,0,-42.0,Fall,7
2479,10-24-2025,E-08-Street Walkers,2,2,0,-1.0,E,13,19,0,-37.0,Fall,8
2480,10-24-2025,E-07-Ms. Pac Man,2,2,0,8.0,E,9,23,0,-39.0,Fall,9
2481,11-07-2025,E-09-Sonic The Edgedhogs,3,1,0,18.0,E,28,8,0,219.0,Fall,1
2482,11-07-2025,E-01-Assassins Cream,3,1,0,16.0,E,22,14,0,73.0,Fall,2
2483,11-07-2025,E-05-Nintendo 69,3,1,0,3.0,E,19,17,0,-35.0,Fall,3
2484,11-07-2025,E-03-Donkey Schlong,3,1,0,6.0,E,18,16,2,-36.0,Fall,4
2485,11-07-2025,E-06-Call of Booty: Block Ops,3,1,0,21.0,E,17,17,2,-37.0,Fall,5
2486,11-07-2025,E-02-Mortal Cumbat,0,4,0,-22.0,E,17,19,0,-24.0,Fall,6
2487,11-07-2025,E-08-Street Walkers,2,2,0,-5.0,E,15,21,0,-42.0,Fall,7
2488,11-07-2025,E-04-Super Smash Hoes,0,4,0,-24.0,E,14,22,0,-66.0,Fall,8
2489,11-07-2025,E-07-Ms. Pac Man,1,3,0,-13.0,E,10,26,0,-52.0,Fall,9
2490,11-14-2025,E-09-Sonic The Edgedhogs,0,4,0,-100.0,E,28,12,0,119.0,Fall,1
2491,11-14-2025,E-01-Assassins Cream,0,4,0,-100.0,E,22,18,0,-27.0,Fall,2
2492,11-14-2025,E-03-Donkey Schlong,3,1,0,50.0,E,21,17,2,14.0,Fall,3
2493,11-14-2025,E-06-Call of Booty: Block Ops,3,1,0,50.0,E,20,18,2,13.0,Fall,4
2494,11-14-2025,E-02-Mortal Cumbat,3,1,0,50.0,E,20,20,0,26.0,Fall,5
2495,11-14-2025,E-05-Nintendo 69,0,4,0,-100.0,E,19,21,0,-135.0,Fall,6
2496,11-14-2025,E-08-Street Walkers,3,1,0,50.0,E,18,22,0,8.0,Fall,7
2497,11-14-2025,E-04-Super Smash Hoes,3,1,0,52.0,E,17,23,0,-14.0,Fall,8
2498,11-14-2025,E-07-Ms. Pac Man,3,1,0,48.0,E,13,27,0,-4.0,Fall,9
2499,11-21-2025,E-09-Sonic The Edgedhogs,0,2,2,0.0,E,28,14,2,119.0,Fall,1
2500,11-21-2025,E-01-Assassins Cream,4,0,0,0.0,E,26,18,0,-27.0,Fall,2
2501,11-21-2025,E-03-Donkey Schlong,0,4,0,0.0,E,21,21,2,14.0,Fall,3
2502,11-21-2025,E-04-Super Smash Hoes,4,0,0,5.0,E,21,23,0,-9.0,Fall,4
2503,11-21-2025,E-06-Call of Booty: Block Ops,0,0,4,0.0,E,20,18,6,13.0,Fall,5
2504,11-21-2025,E-02-Mortal Cumbat,0,0,4,0.0,E,20,20,4,26.0,Fall,6
2505,11-21-2025,E-08-Street Walkers,2,2,0,-5.0,E,20,24,0,3.0,Fall,7
2506,11-21-2025,E-05-Nintendo 69,0,2,2,0.0,E,19,23,2,-135.0,Fall,8
2507,11-21-2025,E-07-Ms. Pac Man,0,0,4,0.0,E,13,27,4,-4.0,Fall,9
2508,08-22-2025,I-05 Sugar Rush,4,0,0,55.0,I,4,0,0,55.0,Fall,1
2509,08-22-2025,I-08 Fudge Force,4,0,0,39.0,I,4,0,0,39.0,Fall,2
2510,08-22-2025,I-07 Sour Patch Aces,3,1,0,21.0,I,3,1,0,21.0,Fall,3
2511,08-22-2025,I-04 Pelon PelonetAss,3,1,0,21.0,I,3,1,0,21.0,Fall,4
2512,08-22-2025,I-09 Sour Pass Kids,3,1,0,4.0,I,3,1,0,4.0,Fall,5
2513,08-22-2025,I-01 Sugar Spikers,2,2,0,4.0,I,2,2,0,4.0,Fall,6
2514,08-22-2025,I-03 Volleypops,2,2,0,1.0,I,2,2,0,1.0,Fall,7
2515,08-22-2025,I-06 Candy Crushers,2,2,0,-15.0,I,2,2,0,-15.0,Fall,8
2516,08-22-2025,I-11 Gummy Bear Spikers,1,3,0,-22.0,I,1,3,0,-22.0,Fall,9
2517,08-22-2025,I-02 Spike Tarts,0,4,0,-25.0,I,0,4,0,-25.0,Fall,10
2518,08-22-2025,I-10 Volley Ranchers,0,4,0,-40.0,I,0,4,0,-40.0,Fall,11
2519,08-22-2025,I-12 Gummy Humpers,0,4,0,-43.0,I,0,4,0,-43.0,Fall,12
2520,09-05-2025,I-05 Sugar Rush,3,1,0,27.0,I,7,1,0,82.0,Fall,1
2521,09-05-2025,I-08 Fudge Force,3,1,0,23.0,I,7,1,0,62.0,Fall,2
2522,09-05-2025,I-09 Sour Pass Kids,3,1,0,14.0,I,6,2,0,18.0,Fall,3
2523,09-05-2025,I-03 Volleypops,3,1,0,16.0,I,5,3,0,17.0,Fall,4
2524,09-05-2025,I-04 Pelon PelonetAss,2,2,0,-14.0,I,5,3,0,7.0,Fall,5
2525,09-05-2025,I-07 Sour Patch Aces,1,3,0,-7.0,I,4,4,0,14.0,Fall,6
2526,09-05-2025,I-01 Sugar Spikers,2,2,0,5.0,I,4,4,0,9.0,Fall,7
2527,09-05-2025,I-06 Candy Crushers,2,2,0,9.0,I,4,4,0,-6.0,Fall,8
2528,09-05-2025,I-11 Gummy Bear Spikers,2,1,1,-1.0,I,3,4,1,-23.0,Fall,9
2529,09-05-2025,I-12 Gummy Humpers,2,2,0,-7.0,I,2,6,0,-50.0,Fall,10
2530,09-05-2025,I-10 Volley Ranchers,0,3,1,-22.0,I,0,7,1,-62.0,Fall,11
2531,09-05-2025,I-02 Spike Tarts,0,4,0,-43.0,I,0,8,0,-68.0,Fall,12
2532,09-12-2025,I-05 Sugar Rush,3,0,1,18.0,I,10,1,1,100.0,Fall,1
2533,09-12-2025,I-08 Fudge Force,2,2,0,1.0,I,9,3,0,63.0,Fall,2
2534,09-12-2025,I-09 Sour Pass Kids,3,1,0,23.0,I,9,3,0,41.0,Fall,3
2535,09-12-2025,I-04 Pelon PelonetAss,4,0,0,23.0,I,9,3,0,30.0,Fall,4
2536,09-12-2025,I-01 Sugar Spikers,3,1,0,11.0,I,7,5,0,20.0,Fall,5
2537,09-12-2025,I-07 Sour Patch Aces,2,2,0,-4.0,I,6,6,0,10.0,Fall,6
2538,09-12-2025,I-06 Candy Crushers,1,2,1,-6.0,I,5,6,1,-12.0,Fall,7
2539,09-12-2025,I-03 Volleypops,0,4,0,-24.0,I,5,7,0,-7.0,Fall,8
2540,09-12-2025,I-10 Volley Ranchers,3,1,0,17.0,I,3,8,1,-45.0,Fall,9
2541,09-12-2025,I-11 Gummy Bear Spikers,0,4,0,-34.0,I,3,8,1,-57.0,Fall,10
2542,09-12-2025,I-12 Gummy Humpers,1,3,0,-12.0,I,3,9,0,-62.0,Fall,11
2543,09-12-2025,I-02 Spike Tarts,1,3,0,-13.0,I,1,11,0,-81.0,Fall,12
2544,09-19-2025,I-05 Sugar Rush,4,0,0,35.0,I,14,1,1,135.0,Fall,1
2545,09-19-2025,I-08 Fudge Force,4,0,0,36.0,I,13,3,0,99.0,Fall,2
2546,09-19-2025,I-04 Pelon PelonetAss,4,0,0,33.0,I,13,3,0,63.0,Fall,3
2547,09-19-2025,I-09 Sour Pass Kids,3,0,1,25.0,I,12,3,1,66.0,Fall,4
2548,09-19-2025,I-01 Sugar Spikers,1,3,0,-6.0,I,8,8,0,14.0,Fall,5
2549,09-19-2025,I-03 Volleypops,2,1,1,18.0,I,7,8,1,11.0,Fall,6
2550,09-19-2025,I-06 Candy Crushers,2,2,0,13.0,I,7,8,1,1.0,Fall,7
2551,09-19-2025,I-07 Sour Patch Aces,1,3,0,-29.0,I,7,9,0,-19.0,Fall,8
2552,09-19-2025,I-11 Gummy Bear Spikers,1,3,0,-23.0,I,4,11,1,-80.0,Fall,9
2553,09-19-2025,I-12 Gummy Humpers,1,3,0,-10.0,I,4,12,0,-72.0,Fall,10
2554,09-19-2025,I-10 Volley Ranchers,0,4,0,-43.0,I,3,12,1,-88.0,Fall,11
2555,09-19-2025,I-02 Spike Tarts,0,4,0,-49.0,I,1,15,0,-130.0,Fall,12
2556,09-26-2025,I-05 Sugar Rush,4,0,0,28.0,I,18,1,1,163.0,Fall,1
2557,09-26-2025,I-08 Fudge Force,4,0,0,43.0,I,17,3,0,142.0,Fall,2
2558,09-26-2025,I-04 Pelon PelonetAss,2,2,0,-4.0,I,15,5,0,59.0,Fall,3
2559,09-26-2025,I-09 Sour Pass Kids,2,2,0,-4.0,I,14,5,1,62.0,Fall,4
2560,09-26-2025,I-01 Sugar Spikers,3,0,1,29.0,I,11,8,1,43.0,Fall,5
2561,09-26-2025,I-06 Candy Crushers,3,1,0,26.0,I,10,9,1,27.0,Fall,6
2562,09-26-2025,I-03 Volleypops,1,3,0,-17.0,I,8,11,1,-6.0,Fall,7
2563,09-26-2025,I-07 Sour Patch Aces,0,4,0,-39.0,I,7,13,0,-58.0,Fall,8
2564,09-26-2025,I-12 Gummy Humpers,2,2,0,-9.0,I,6,14,0,-81.0,Fall,9
2565,09-26-2025,I-11 Gummy Bear Spikers,1,2,1,3.0,I,5,13,2,-77.0,Fall,10
2566,09-26-2025,I-10 Volley Ranchers,0,4,0,-24.0,I,3,16,1,-112.0,Fall,11
2567,09-26-2025,I-02 Spike Tarts,1,3,0,-32.0,I,2,18,0,-162.0,Fall,12
2568,10-10-2025,I-05 Sugar Rush,3,1,0,22.0,I,21,2,1,185.0,Fall,1
2569,10-10-2025,I-08 Fudge Force,4,0,0,49.0,I,21,3,0,191.0,Fall,2
2570,10-10-2025,I-04 Pelon PelonetAss,2,2,0,7.0,I,17,7,0,66.0,Fall,3
2571,10-10-2025,I-09 Sour Pass Kids,2,2,0,13.0,I,16,7,1,75.0,Fall,4
2572,10-10-2025,I-01 Sugar Spikers,4,0,0,28.0,I,15,8,1,71.0,Fall,5
2573,10-10-2025,I-03 Volleypops,3,1,0,10.0,I,11,12,1,4.0,Fall,6
2574,10-10-2025,I-06 Candy Crushers,0,4,0,-42.0,I,10,13,1,-15.0,Fall,7
2575,10-10-2025,I-07 Sour Patch Aces,1,3,0,-17.0,I,8,16,0,-75.0,Fall,8
2576,10-10-2025,I-12 Gummy Humpers,2,2,0,3.0,I,8,16,0,-78.0,Fall,9
2577,10-10-2025,I-11 Gummy Bear Spikers,2,2,0,-7.0,I,7,15,2,-84.0,Fall,10
2578,10-10-2025,I-10 Volley Ranchers,0,4,0,-31.0,I,3,20,1,-143.0,Fall,11
2579,10-10-2025,I-02 Spike Tarts,1,3,0,-35.0,I,3,21,0,-197.0,Fall,12
2580,10-17-2025,I-08 Fudge Force,3,1,0,13.0,I,24,4,0,204.0,Fall,1
2581,10-17-2025,I-05 Sugar Rush,1,3,0,-11.0,I,22,5,1,174.0,Fall,2
2582,10-17-2025,I-09 Sour Pass Kids,4,0,0,13.0,I,20,7,1,88.0,Fall,3
2583,10-17-2025,I-04 Pelon PelonetAss,2,1,1,-2.0,I,19,8,1,64.0,Fall,4
2584,10-17-2025,I-01 Sugar Spikers,2,2,0,-2.0,I,17,10,1,69.0,Fall,5
2585,10-17-2025,I-03 Volleypops,2,2,0,3.0,I,13,14,1,7.0,Fall,6
2586,10-17-2025,I-12 Gummy Humpers,3,1,0,18.0,I,11,17,0,-60.0,Fall,7
2587,10-17-2025,I-11 Gummy Bear Spikers,3,1,0,24.0,I,10,16,2,-60.0,Fall,8
2588,10-17-2025,I-06 Candy Crushers,0,4,0,-16.0,I,10,17,1,-31.0,Fall,9
2589,10-17-2025,I-07 Sour Patch Aces,1,3,0,-12.0,I,9,19,0,-87.0,Fall,10
2590,10-17-2025,I-02 Spike Tarts,2,2,0,-6.0,I,5,23,0,-203.0,Fall,11
2591,10-17-2025,I-10 Volley Ranchers,0,3,1,-22.0,I,3,23,2,-165.0,Fall,12
2592,10-24-2025,I-08 Fudge Force,4,0,0,36.0,I,28,4,0,240.0,Fall,1
2593,10-24-2025,I-05 Sugar Rush,4,0,0,23.0,I,26,5,1,197.0,Fall,2
2594,10-24-2025,I-09 Sour Pass Kids,4,0,0,41.0,I,24,7,1,129.0,Fall,3
2595,10-24-2025,I-01 Sugar Spikers,4,0,0,33.0,I,21,10,1,102.0,Fall,4
2596,10-24-2025,I-04 Pelon PelonetAss,2,2,0,19.0,I,21,10,1,83.0,Fall,5
2597,10-24-2025,I-03 Volleypops,2,2,0,14.0,I,15,16,1,21.0,Fall,6
2598,10-24-2025,I-12 Gummy Humpers,2,2,0,-1.0,I,13,19,0,-61.0,Fall,7
2599,10-24-2025,I-06 Candy Crushers,2,2,0,10.0,I,12,19,1,-21.0,Fall,8
2600,10-24-2025,I-11 Gummy Bear Spikers,0,4,0,-37.0,I,10,20,2,-97.0,Fall,9
2601,10-24-2025,I-07 Sour Patch Aces,0,4,0,-43.0,I,9,23,0,-130.0,Fall,10
2602,10-24-2025,I-02 Spike Tarts,0,4,0,-55.0,I,5,27,0,-258.0,Fall,11
2603,10-24-2025,I-10 Volley Ranchers,0,4,0,-40.0,I,3,27,2,-205.0,Fall,12
2604,11-07-2025,I-08 Fudge Force,4,0,0,37.0,I,32,4,0,277.0,Fall,1
2605,11-07-2025,I-05 Sugar Rush,2,2,0,-11.0,I,28,7,1,186.0,Fall,2
2606,11-07-2025,I-09 Sour Pass Kids,4,0,0,43.0,I,28,7,1,172.0,Fall,3
2607,11-07-2025,I-04 Pelon PelonetAss,4,0,0,32.0,I,25,10,1,115.0,Fall,4
2608,11-07-2025,I-01 Sugar Spikers,3,1,0,17.0,I,24,11,1,119.0,Fall,5
2609,11-07-2025,I-03 Volleypops,2,2,0,8.0,I,17,18,1,29.0,Fall,6
2610,11-07-2025,I-06 Candy Crushers,1,3,0,-19.0,I,13,22,1,-40.0,Fall,7
2611,11-07-2025,I-12 Gummy Humpers,0,4,0,-21.0,I,13,23,0,-82.0,Fall,8
2612,11-07-2025,I-11 Gummy Bear Spikers,1,3,0,-24.0,I,11,23,2,-121.0,Fall,9
2613,11-07-2025,I-07 Sour Patch Aces,0,4,0,-27.0,I,9,27,0,-157.0,Fall,10
2614,11-07-2025,I-02 Spike Tarts,1,3,0,-25.0,I,6,30,0,-283.0,Fall,11
2615,11-07-2025,I-10 Volley Ranchers,2,2,0,-10.0,I,5,29,2,-215.0,Fall,12
2616,11-14-2025,I-08 Fudge Force,3,1,0,5.0,I,35,5,0,282.0,Fall,1
2617,11-14-2025,I-05 Sugar Rush,4,0,0,23.0,I,32,7,1,209.0,Fall,2
2618,11-14-2025,I-09 Sour Pass Kids,2,2,0,5.0,I,30,9,1,177.0,Fall,3
2619,11-14-2025,I-01 Sugar Spikers,3,1,0,3.0,I,27,12,1,122.0,Fall,4
2620,11-14-2025,I-04 Pelon PelonetAss,1,3,0,-8.0,I,26,13,1,107.0,Fall,5
2621,11-14-2025,I-03 Volleypops,2,2,0,1.0,I,19,20,1,30.0,Fall,6
2622,11-14-2025,I-06 Candy Crushers,3,1,0,33.0,I,16,23,1,-7.0,Fall,7
2623,11-14-2025,I-12 Gummy Humpers,1,3,0,-6.0,I,14,26,0,-88.0,Fall,8
2624,11-14-2025,I-11 Gummy Bear Spikers,1,3,0,-4.0,I,12,26,2,-125.0,Fall,9
2625,11-14-2025,I-07 Sour Patch Aces,1,3,0,-19.0,I,10,30,0,-176.0,Fall,10
2626,11-14-2025,I-10 Volley Ranchers,2,2,0,-15.0,I,7,31,2,-230.0,Fall,11
2627,11-14-2025,I-02 Spike Tarts,1,3,0,-18.0,I,7,33,0,-301.0,Fall,12
2628,11-21-2025,I-08 Fudge Force,3,1,0,8.0,I,38,6,0,290.0,Fall,1
2629,11-21-2025,I-09 Sour Pass Kids,3,1,0,18.0,I,33,10,1,195.0,Fall,2
2630,11-21-2025,I-05 Sugar Rush,0,4,0,-26.0,I,32,11,1,183.0,Fall,3
2631,11-21-2025,I-01 Sugar Spikers,2,2,0,-4.0,I,29,14,1,118.0,Fall,4
2632,11-21-2025,I-04 Pelon PelonetAss,3,1,0,4.0,I,29,14,1,111.0,Fall,5
2633,11-21-2025,I-03 Volleypops,3,1,0,13.0,I,22,21,1,43.0,Fall,6
2634,11-21-2025,I-06 Candy Crushers,1,3,0,-8.0,I,17,26,1,-15.0,Fall,7
2635,11-21-2025,I-12 Gummy Humpers,3,1,0,0.0,I,17,27,0,-88.0,Fall,8
2636,11-21-2025,I-11 Gummy Bear Spikers,2,2,0,9.0,I,14,28,2,-116.0,Fall,9
2637,11-21-2025,I-07 Sour Patch Aces,2,2,0,4.0,I,12,32,0,-172.0,Fall,10
2638,11-21-2025,I-10 Volley Ranchers,1,3,0,-9.0,I,8,34,2,-239.0,Fall,11
2639,11-21-2025,I-02 Spike Tarts,1,3,0,-9.0,I,8,36,0,-310.0,Fall,12
2640,08-22-2025,P-09 Taste My Rainbow,4,0,0,19.0,P,4,0,0,19.0,Fall,1
2641,08-22-2025,P-05 Jaw Breakers,3,1,0,21.0,P,3,1,0,21.0,Fall,2
2642,08-22-2025,P-01 Pop rocks cock blocks,3,1,0,14.0,P,3,1,0,14.0,Fall,3
2643,08-22-2025,P-03 Blows Pop,2,2,0,13.0,P,2,2,0,13.0,Fall,4
2644,08-22-2025,P-06 Hot Ta-Mamas!,2,2,0,8.0,P,2,2,0,8.0,Fall,5
2645,08-22-2025,P-08 Nutty Buddies,1,3,0,-8.0,P,1,3,0,-8.0,Fall,6
2646,08-22-2025,P-07 Reese’s Pieces (of ass),1,3,0,-11.0,P,1,3,0,-11.0,Fall,7
2647,08-22-2025,P-02 Spikes and Ike’s,1,3,0,-27.0,P,1,3,0,-27.0,Fall,8
2648,08-22-2025,P-04 The SnM’s,1,3,0,-29.0,P,1,3,0,-29.0,Fall,9
2649,09-05-2025,P-01 Pop rocks cock blocks,4,0,0,18.0,P,7,1,0,32.0,Fall,1
2650,09-05-2025,P-03 Blows Pop,4,0,0,32.0,P,6,2,0,45.0,Fall,2
